CATEGORY,NAICS_CODE,NAICS_DESC,COMPANY_NAME,PRIMARY_ADDRESS,PRIMARY_CITY,PRIMARY_STATE,PRIMARY_ZIP10,SALUTATION,FIRST_NAME,LAST_NAME,PROFESSIONAL_TITLE,CONTACT_NAME,PHONE,WEB_SITE,LATITUDE,LONGITUDE
H,32229102,SANITARY PAPER PRODUCT MANUFACTURING,KIMBERLY-CLARK,2 HAMPSHIRE ST # 103,FOXBORO,MA,02035-2997,MS,SHERRY,ZENG,,SHERRY ZENG,5085201328,KIMBERLY-CLARK.COM,42029838,71250679
H,31331020,TEXTILE & FABRIC FINISHING MILLS,ROBERT ALLEN GROUP INC,2 HAMPSHIRE ST # 3A,FOXBORO,MA,02035-2950,MR,RON,CORDOVER,,RON CORDOVER,5083399151,ROBERTALLENDESIGN.COM,42029838,71250679
H,31491013,TEXTILE BAG & CANVAS MILLS,ADOLPH'S AUTO TOP INC,16 MICHAEL RD,FRAMINGHAM,MA,01701-7648,AL,TUTLYS,S,M,AL TUTLYS,5086553177,,42332969,71404083
H,31331030,TEXTILE & FABRIC FINISHING MILLS,BLUESPEC INC,3 SPEEN ST # 100,FRAMINGHAM,MA,01701-4658,MR,CHARLIE,HAUCK,,CHARLIE HAUCK,5088613539,,42311088,71390220
H,31491013,TEXTILE BAG & CANVAS MILLS,LEVEILLE UPHOLSTERING CO,499 CONCORD ST,FRAMINGHAM,MA,01702-6440,BRIAN,LEVEILLE,S,M,BRIAN LEVEILLE,5088755875,,42289459,71408950
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FRANKLIN FLAGS,480 UNION ST,FRANKLIN,MA,02038-2490,MR,BOB,PRES,,BOB PRES,5084989825,FRANKLINFLAGS.COM,42071899,71402015
H,31331035,TEXTILE & FABRIC FINISHING MILLS,MASS KNIT & BRAID CORP,70 LEWIS ST,FRANKLIN,MA,02038-1429,MS,JEAN,DI ROSARIO,,JEAN DI ROSARIO,5085284000,,42077041,71384414
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,NEW ENGLAND WOODEN WARE CORP,205 SCHOOL ST # 201,GARDNER,MA,01440-2781,MS,JODI,WOMBLE,,JODI WOMBLE,9786323600,NEWWPKG.COM,42573837,71986389
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,POLY ONE CORP,137 PINEWOOD DR,GARDNER,MA,01440-3142,,,,,,4409301018,POLYONE.COM,42561519,71994819
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,RAW MATERIAL RECOVERY,461 W BROADWAY,GARDNER,MA,01440-4805,MR,DICK,PELOQUIN,,DICK PELOQUIN,9787981279,RAWMATREC.COM,42564895,71998550
H,31332004,FABRIC COATING MILLS,HOOD COATINGS,70 SEARLE ST,GEORGETOWN,MA,01833-2299,MR,WILLIAM P,HOOD,,WILLIAM P HOOD,9783528686,HOODCOATINGS.COM,42724205,70963150
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,LE BLANC CO,129 JEWETT ST,GEORGETOWN,MA,01833-1833,MR,ANDREW J,LE BLANC,,ANDREW J LE BLANC,9783527500,ANDREWLEBLANCCOMPANY.COM,42732654,70949295
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,POLY ONE CORP,82 NORTH ST,GEORGETOWN,MA,01833-1629,,,,,,4409301018,POLYONE.COM,42729049,70988288
H,31332003,FABRIC COATING MILLS,GILBERTVILLE STORAGE INC,PO BOX 37,GILBERTVILLE,MA,01031-0037,MR,DAVID W,SALEM,,DAVID W SALEM,4134776600,,42306098,72212295
H,31491017,TEXTILE BAG & CANVAS MILLS,BEVINS SAILMAKERS,16 ROGERS ST,GLOUCESTER,MA,01930-5031,JOSHUA,BEVINS,S,M,JOSHUA BEVINS,9782811247,BEVINSSAILMAKERS.COM,42611747,70665069
H,31331017,TEXTILE & FABRIC FINISHING MILLS,MRV EXCLUSIVES,27 LEXINGTON AVE,GLOUCESTER,MA,01930-3932,MS,MICHELLE,ROSSI-VOORHEES,,MICHELLE ROSSI-VOORHEES,9785268789,,42575851,70712341
H,31491013,TEXTILE BAG & CANVAS MILLS,OLD TAR CANVAS,29 FERRY ST,GLOUCESTER,MA,01930-4834,SUE,PHILHOWER,S,F,SUE PHILHOWER,9784739835,,42625938,70683296
H,31499931,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,INTERALL,25 W STATE ST,GRANBY,MA,01033-9467,MR,PHILIP,CAOLO,,PHILIP CAOLO,4134677184,INTER-ALL.COM,42242710,72552589
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,BARNUM'S SEWING,915 MAIN ST,GREAT BARRINGTON,MA,01230-2028,,,S,,,4135280812,,42174278,73362030
H,32521107,PLASTICS MATERIAL & RESIN MANUFACTURING,SCHWEITZER-MAUDUIT INTL INC,53 SILVIO O CONTE DR,GREENFIELD,MA,01301-1382,MR,MIKE,MOSHER,,MIKE MOSHER,4137722564,SWMINTL.COM,42618762,72567855
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ALL SEWN UP,217 MIDDLE ST,HADLEY,MA,01035-9412,,,S,,,,,42331287,72589431
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,HAPCO INC,353 CIRCUIT ST,HANOVER,MA,02339-2018,MR,FRED,DESIMONE,,FRED DESIMONE,7818268801,HAPCOINCORPORATED.COM,42108776,70868499
H,31332004,FABRIC COATING MILLS,DELA INC,PO BOX 8235,HAVERHILL,MA,01835-0735,MR,CHARLIE,ABRAHAMS,,CHARLIE ABRAHAMS,9783720358,DELAQUALITY.COM,42760597,71117935
H,32221904,OTHER PAPERBOARD CONTAINER MANUFACTURING,JAMIE'S TRASH REMOVAL,37 STEVENS ST,HAVERHILL,MA,01830-4819,JAMES,LA BELLE,S,M,JAMES LA BELLE,9783736797,,42779052,71088348
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,KERRIGAN PAPER PRODUCTS INC,PO BOX 510,HAVERHILL,MA,01831-1310,MR,WILLIAM,LAW,,WILLIAM LAW,9783744797,,42758975,71093826
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,QUALITY CARTON & CONVERTING,175 WARD HILL AVE # 4,HAVERHILL,MA,01835-6943,SHERI,CURRY,S,F,SHERI CURRY,9785565008,,42760597,71117935
H,31522017,MEN'S & BOY'S CUT & SEW APPAREL MANUFACTURING,SOUTHWICK CLOTHING LLC,25 COMPUTER DR,HAVERHILL,MA,01832-1236,MR,JOHN,MARTYNEC,,JOHN MARTYNEC,9786863833,SOUTHWICK.COM,42786617,71116889
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,UFP TECHNOLOGIES,175 WARD HILL AVE,HAVERHILL,MA,01835-6960,MR,BRIAN,WATSON,,BRIAN WATSON,9783732336,UFPT.COM,42760597,71117935
H,31331005,TEXTILE & FABRIC FINISHING MILLS,C W FIFIELD JR CO INC,72 SHARP ST # C4,HINGHAM,MA,02043-4330,MR,EDWIN,MARTIN,,EDWIN MARTIN,7813357060,FIFIELDFABRICS.COM,42164928,70921119
H,31331035,TEXTILE & FABRIC FINISHING MILLS,CRAIG TEXTILES,1 POND PARK RD # 3,HINGHAM,MA,02043-4100,MR,CRAIG,WOLFE,,CRAIG WOLFE,7815565447,CRAIGTEXTILES.COM,42176773,70921020
H,31331035,TEXTILE & FABRIC FINISHING MILLS,FIFIELD,72 SHARP ST # C4,HINGHAM,MA,02043-4364,MR,KEVIN,SCHERMERHORN,,KEVIN SCHERMERHORN,7813353495,FIFIELDFABRICS.COM,42164928,70921119
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,CLARIANT CORP,85 INDUSTRIAL DR,HOLDEN,MA,01520-1848,MS,ERIN,XENOS,,ERIN XENOS,5088296321,CLARIANT.COM,42338020,71842582
H,32221904,OTHER PAPERBOARD CONTAINER MANUFACTURING,INTERNATIONAL CONTAINER CO,20 WINTER ST,HOLYOKE,MA,01040-6409,MR,BILL,SEARLES,,BILL SEARLES,4135389802,INTERNATIONALCONTAINERCO.COM,42201499,72598556
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,SEALED AIR CORP,2030 HOMESTEAD AVE,HOLYOKE,MA,01040-9765,MR,MATT,BLEAKLEY,,MATT BLEAKLEY,4135340231,SEALEDAIR.COM,42172039,72646415
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,SONOCO PRODUCTS CO,111 MOSHER ST,HOLYOKE,MA,01040-6324,MS,KATHLEEN,CROSS,,KATHLEEN CROSS,4134931298,SONOCO.COM,42202896,72593841
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,SONOCO PRODUCTS CO,200 S WATER ST,HOLYOKE,MA,01040-5979,MR,DAVE,SCHULTZ,,DAVE SCHULTZ,4135364546,SONOCO.COM,42193107,72607383
H,32223002,STATIONERY PRODUCT MANUFACTURING,SPECIALTY LOOSE LEAF INC,1 CABOT ST,HOLYOKE,MA,01040-6097,JIM,RICHMOND,S,M,JIM RICHMOND,4135320106,SPECIALTYLOOSELEAF.COM,42196693,72602149
H,31491018,TEXTILE BAG & CANVAS MILLS,SULMAC INC,1115 MAIN ST # 101,HOLYOKE,MA,01040-5388,STANLEY,SULENSKI,S,M,STANLEY SULENSKI,4135335347,SULMAC.COM,42172420,72632080
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,UNI-PAC INC,150 MIDDLE WATER ST,HOLYOKE,MA,01040-5588,,,S,,,4135345284,UNI-PAC.COM,42195606,72603630
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,UNITED PAPER BOX CO,150 MIDDLE WATER ST,HOLYOKE,MA,01040-5586,MR,MICHAEL,LECLAIR,,MICHAEL LECLAIR,4135345284,UNI-PAC.COM,42195606,72603630
H,32221201,FOLDING PAPERBOARD BOX MANUFACTURING,UNIVERSITY PRODUCTS,PO BOX 101,HOLYOKE,MA,01041-0101,MR,DAVID,MAGOON,,DAVID MAGOON,4135323372,UNIVERSITYPRODUCTS.COM,42197547,72610206
H,32221904,OTHER PAPERBOARD CONTAINER MANUFACTURING,XPRESSPAX INC,34 HAYDEN ROWE ST # 1,HOPKINTON,MA,01748-1891,MR,DAVID A,MOSES,,DAVID A MOSES,5086251582,XPRESSPAX.COM,42225925,71517486
H,31321018,BROADWOVEN FABRIC MILLS,ARTEE COLLECTIONS INC,68 TOWER ST,HUDSON,MA,01749-1779,MS,ARTEE,BHANDARI,,ARTEE BHANDARI,9785679911,ARTEEFABRICSANDHOME.COM,42397235,71558227
H,32222013,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,HUDSON POLY BAG INC,578 MAIN ST,HUDSON,MA,01749-3099,MR,RICH,FADGEN,,RICH FADGEN,9785627566,HUDSONPOLY.COM,42392189,71500305
H,31331005,TEXTILE & FABRIC FINISHING MILLS,MIDDLESEX RESEARCH MFG CO,27 APSLEY ST,HUDSON,MA,01749-1594,MR,D W,RUSSELL,,D W RUSSELL,9785623697,,42394943,71578506
H,31322001,NARROW FABRIC MILLS & SCHIFFLI MACHINE EMBROIDERY,UNITED STRETCH DESIGN,11 BONAZZOLI AVE,HUDSON,MA,01749-2849,MS,EVA,CHAVES,,EVA CHAVES,9785627781,USDCORP.COM,42390720,71548957
H,32222017,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,PAK 2000 INC,12 BEACON RD,HULL,MA,02045-1432,BILL,GRAM,S,M,BILL GRAM,7819255146,,42306331,70886085
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SEAMS SEW RIGHT,3 RIVERS EDGE RD,HULL,MA,02045-3406,KATHY,FLEISCHER,S,F,KATHY FLEISCHER,7813836558,SEAMS-SEW-RIGHT.NET,42261737,70846984
H,31499931,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ADVANCED EMBROIDERY,38 PLANT RD,HYANNIS,MA,02601-1916,DAMON,COLLINS,S,M,DAMON COLLINS,5087786516,ADVANCEDEMBROIDERY.BIZ,41671913,70294906
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,INTERNATIONAL CULINARY DESIGNS,298 MAIN ST # 11,HYANNIS,MA,02601-4000,WILLEM,WURFBAIN,S,M,WILLEM WURFBAIN,5087750948,,41654266,70281280
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,MOORADIAN COVER CO,65 SPRAGUE ST # 9,HYDE PARK,MA,02136-2164,PETER,HOFFMAN,S,M,PETER HOFFMAN,6173336955,MOORADIAN.COM,42235668,71139801
H,32221202,FOLDING PAPERBOARD BOX MANUFACTURING,SPECIALTY PACKAGING INC,PO BOX 51398,INDIAN ORCHARD,MA,01151-5398,MR,DAVID,WEGMAN,,DAVID WEGMAN,4135431814,,42149444,72493820
H,31331035,TEXTILE & FABRIC FINISHING MILLS,WILJER TEXTILE CO,PO BOX 51266,INDIAN ORCHARD,MA,01151-5266,MR,RICHARD,PETRO,,RICHARD PETRO,4135435333,WILJER.COM,42160350,72506256
H,31331035,TEXTILE & FABRIC FINISHING MILLS,ROY LOCKWOOD INC,19 GREEN ST,KINGSTON,MA,02364-1486,MR,EDWARD J,DORGAN,,EDWARD J DORGAN,7815822703,,41994792,70731697
H,31491010,TEXTILE BAG & CANVAS MILLS,APPLE WIPER & SUPPLY CO,30 MCFARLIN CT,LAWRENCE,MA,01841-4707,,,S,,,9787250052,,42700328,71169166
H,32229909,ALL OTHER CONVERTED PAPER PRODUCT MANUFACTURING,CARAUSTAR INDUSTRIES,91 GLENN ST,LAWRENCE,MA,01843-1036,MR,GUS,SWANSON,,GUS SWANSON,9786876982,,42683963,71184654
H,31321017,BROADWOVEN FABRIC MILLS,CHINA SAILS INC CHINA,610 ANDOVER ST,LAWRENCE,MA,01843-1000,,,,,,9786868866,,42690326,71174430
H,31323002,NONWOVEN FABRIC MILLS,DELAWARE VALLEY CORP,500 BROADWAY,LAWRENCE,MA,01841-3002,MR,D P,DI MAGGIO,,D P DI MAGGIO,9786886995,DVC500.COM,42714786,71176536
H,31331035,TEXTILE & FABRIC FINISHING MILLS,DELAWARE VALLEY CORP,PO BOX 987,LAWRENCE,MA,01842-1987,,,,,,9786885825,DVC500.COM,42706695,71165893
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FARLEY & CROSS FLAG CO,265 MERRIMACK ST # 4,LAWRENCE,MA,01843-1700,,,S,,,9786832365,FARLEYCROSSFLAGS.COM,42702388,71150131
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FARLEY-CROSS FLAG CO-CROSS FLG,18 BROADWAY AVE,LAWRENCE,MA,01841-3411,,,S,,,8002872365,,42711544,71175102
H,31324003,KNIT FABRIC MILLS,FORD-ENRIGHT,181 CANAL ST # 2,LAWRENCE,MA,01840-1864,CLAUDETTE,ENRIGHT,S,F,CLAUDETTE ENRIGHT,9789751182,,42706691,71152214
H,31491010,TEXTILE BAG & CANVAS MILLS,SPECTOR TEXTILE PRODUCTS,10 EMBANKMENT ST # 1,LAWRENCE,MA,01841-4719,MR,HOWARD,SPECTOR,,HOWARD SPECTOR,9786877432,SPECTORTEXTILE.COM,42702953,71169197
H,31321022,BROADWOVEN FABRIC MILLS,HANESBRANDS INC,50 WATER ST # 400,LEE,MA,01238-9411,,,,,,4132438253,HANES.COM,42293094,73234046
H,31331035,TEXTILE & FABRIC FINISHING MILLS,I MARKS TEXTILE INC,110 FOX RUN,LEE,MA,01238-9634,MR,IRVING H,MARKS,,IRVING H MARKS,4132430550,,42282024,73259933
H,31331035,TEXTILE & FABRIC FINISHING MILLS,MACKIMMIE CO,69 CHURCH ST # 1,LENOX,MA,01240-2540,MR,VYTAS,BARSAUSKAS,,VYTAS BARSAUSKAS,4136379060,MACKIMMIECO.COM,42359130,73282623
H,32521104,PLASTICS MATERIAL & RESIN MANUFACTURING,AARON INDUSTRIES CORP,PO BOX 607,LEOMINSTER,MA,01453-0607,MR,ROBERT G,TOCCI,,ROBERT G TOCCI,9785346135,AARONINC.COM,42527446,71734245
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ADD-A-SIGN LLC,136 POND ST,LEOMINSTER,MA,01453-3552,TIM,GRAUTSKI,S,M,TIM GRAUTSKI,9784669000,ADDASIGN.COM,42523311,71767379
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,ARTECH,25 LITCHFIELD ST,LEOMINSTER,MA,01453-4251,,,,,,9784012267,,42513423,71745697
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,CENTRAL DISCOUNT FLAG-FLAGPOLE,41 MAIN ST,LEOMINSTER,MA,01453-5501,,,S,,,9785345090,CDFLAG.COM,42527454,71758552
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,CENTRAL DISCOUNT FLAG-FLAGPOLE,66 WEST ST,LEOMINSTER,MA,01453-5667,DEAN,MAZZARELLA,S,M,DEAN MAZZARELLA,9785345090,CDFLAG.COM,42527317,71764442
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,EASYPAK INC,177 FLORENCE ST,LEOMINSTER,MA,01453-4782,,,,,,9784669150,,42515499,71740440
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,F & D PLASTICS,23 JYTEK DR,LEOMINSTER,MA,01453-5984,MR,ROGER,ROSBURY,,ROGER ROSBURY,9785348999,FDPLASTICS.COM,42485126,71749885
H,31491008,TEXTILE BAG & CANVAS MILLS,FRYE,439 LANCASTER ST,LEOMINSTER,MA,01453-4335,,,S,,,9784665726,,42511840,71743019
H,32521104,PLASTICS MATERIAL & RESIN MANUFACTURING,MODERN DISPERSIONS INC,78 MARGUERITE AVE,LEOMINSTER,MA,01453-4266,MR,JANOS,KOZMA,,JANOS KOZMA,9785343370,MODERNDISPERSIONS.COM,42513534,71752349
H,31331022,TEXTILE & FABRIC FINISHING MILLS,SPECTRO COATING CORP,101 SCOTT DR,LEOMINSTER,MA,01453-3320,MR,HEMENDRA,SHAH,,HEMENDRA SHAH,9785341800,,42530158,71737472
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,BETSY TEXTILES LLC,72 POTTER POND,LEXINGTON,MA,02421-8247,ELIZABETH K,SPEERT,S,F,ELIZABETH K SPEERT,,,42412231,71216926
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,POLY ONE CORP,305 FOSTER ST # 103,LITTLETON,MA,01460-2021,MR,RICK,LONARDO,,RICK LONARDO,9784864130,POLYONE.COM,42517963,71504608
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,MC CARTHY POLYMERS INC,1435 LONGMEADOW ST,LONGMEADOW,MA,01106-2203,RICHARD,MC CARTHY,S,M,RICHARD MC CARTHY,4137289263,MCCARTHYPOLYMERS.COM,42032382,72581565
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,RADDING ASSOCIATES,248 GREEN HILL RD,LONGMEADOW,MA,01106-2968,ED,RADDING,S,M,ED RADDING,4137365400,,42045677,72543106
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,ARLIN MANUFACTURING CO,PO BOX 222,LOWELL,MA,01853-0222,MR,JOHN,MITCHELL,,JOHN MITCHELL,9784549165,ARLINMFG.COM,42618503,71315971
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,BALLARD MATERIAL PRODUCTS,2 INDUSTRIAL AVE # 1,LOWELL,MA,01851-5107,,TEMITOPE,ISIJOLA,,TEMITOPE ISIJOLA,9784545252,,42616161,71322616
H,31332003,FABRIC COATING MILLS,BRADFORD INDUSTRIES INC,75 ROGERS ST,LOWELL,MA,01852-3617,MR,STEVE,OLSEN,,STEVE OLSEN,9784594100,BSCT.US,42635364,71300338
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,C M FLAG INC,59 5TH ST,LOWELL,MA,01850-2154,MR,CHARLES M,BANDEIRA,,CHARLES M BANDEIRA,,,42650943,71300926
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,DS SMITH,240 INDUSTRIAL AVE E,LOWELL,MA,01852-5114,MR,PAUL,AUSTIN,,PAUL AUSTIN,9784584555,DSSMITH.COM,42618030,71317756
H,31332003,FABRIC COATING MILLS,IDEAL TAPE CO INC,1400 MIDDLESEX ST,LOWELL,MA,01851-1296,MR,C MICHAEL,DONNELLY,,C MICHAEL DONNELLY,9784586833,ABITAPE.COM,42637104,71341934
H,31411002,CARPET & RUG MILLS,J W CARPET INC,29 CADY ST,LOWELL,MA,01852-2605,MR,JOAO A,ALVES,,JOAO A ALVES,,,42638668,71304748
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,LOWELL SEWING INC,92 BOLT ST,LOWELL,MA,01852-5316,SCOTT,POPP,S,M,SCOTT POPP,9789348855,,42624916,71297683
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,T & T SEWING CO,171 LINCOLN ST # 2,LOWELL,MA,01852-6021,THEL,POUCH,S,M,THEL POUCH,9787352772,,42627414,71318153
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,UN WRAPPED INC,95 ROCK ST,LOWELL,MA,01854-4300,MR,STEPHEN A,KATZ,,STEPHEN A KATZ,9784410242,,42642063,71321868
H,32222019,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,UNITED STATES MACH,908 LAWRENCE ST,LOWELL,MA,01852-4715,GARY,KOTFILA,S,M,GARY KOTFILA,9784556278,,42629142,71298675
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,STEVE'S FLORIST & GREENHOUSES,181 BROADWAY,LYNN,MA,01904-1895,SALVATORE,MIGLIACCIO,S,M,SALVATORE MIGLIACCIO,7815983220,,42490215,70958999
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,YOUNG & CO,520 WASHINGTON ST # 3,LYNN,MA,01901-1357,EDWIN A,YOUNG JR,S,M,EDWIN A YOUNG JR,7815993719,YOUNGFLAG.COM,42463554,70945068
H,31522013,MEN'S & BOY'S CUT & SEW APPAREL MANUFACTURING,CARHARTT INC,120 MARKET ST,LYNNFIELD,MA,01940-4018,,,,,,7813346240,CARHARTT.COM,42514739,71032752
H,32222013,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,ACE LON CORP,PO BOX 642,MALDEN,MA,02148-0006,MR,WEI,DING,,WEI DING,7813227121,ACE-LON.COM,42430488,71043022
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SANLIU TEXTILE CORP,16 QUARRY LN # 4410,MALDEN,MA,02148-7784,HANWU,HUANG,S,M,HANWU HUANG,,,42439224,71024986
H,31331033,TEXTILE & FABRIC FINISHING MILLS,A LYONS & CO INC,40 BEACH ST # 105,MANCHESTR BY SEA,MA,01944-1464,,,S,,,9785264244,ALYONS.COM,42573558,70769950
H,31331033,TEXTILE & FABRIC FINISHING MILLS,CLEAN CARD INC,40 BEACH ST # 105,MANCHESTR BY SEA,MA,01944-1464,JOE,SMITH,S,M,JOE SMITH,9785269997,CLEANCARDINC.COM,42573558,70769950
H,31331032,TEXTILE & FABRIC FINISHING MILLS,SULLCO INC,40 BEACH ST # 105,MANCHESTR BY SEA,MA,01944-1464,MR,RICHARD J,SULLIVAN JR,,RICHARD J SULLIVAN JR,9785267610,SULLCO.NET,42573558,70769950
H,31331020,TEXTILE & FABRIC FINISHING MILLS,AMTEX FABRIC CO,55 CABOT BLVD,MANSFIELD,MA,02048-1137,MR,RON,CORDOVER,,RON CORDOVER,5083399151,,42029243,71247642
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,LACERTA GROUP INC,360 FORBES BLVD,MANSFIELD,MA,02048-1806,MR,MOSTAFA,LOTFI,,MOSTAFA LOTFI,5083393312,LACERTA.COM,42021430,71240379
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,LACERTA GROUP INC,240 FORBES BLVD,MANSFIELD,MA,02048-1804,,,,,,7742844469,,42027099,71241546
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,SIERRA RESINS INC,241 FRANCIS AVE,MANSFIELD,MA,02048-1548,,,,,,7742844037,,42039379,71204666
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,MILES RIVER SEWING,40 DOAKS LN,MARBLEHEAD,MA,01945-3561,,,S,,,7819903840,MILESRIVERSEWING.COM,42509304,70845146
H,31321017,BROADWOVEN FABRIC MILLS,HARDING SAILS INC,732 MILL ST,MARION,MA,02738-2209,MS,LISA,BEAUSOLEIL,,LISA BEAUSOLEIL,5087480334,HARDINGSAILS.COM,41693519,70773529
H,31491017,TEXTILE BAG & CANVAS MILLS,SPERRY SAILS,11 MARCONI LN,MARION,MA,02738-1445,MATT,SPERRY,S,M,MATT SPERRY,5087482581,SPERRYSAILS.COM,41714408,70773422
H,31331014,TEXTILE & FABRIC FINISHING MILLS,HUB FABRIC LEATHER CO INC,91 BARTLETT ST # 3,MARLBOROUGH,MA,01752-3048,MR,WILLIAM,SCHARF,,WILLIAM SCHARF,5082817111,HUBFABRIC.COM,42322910,71595153
H,32222013,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,LADDAWN INC,34 SAINT MARTIN DR,MARLBOROUGH,MA,01752-3021,,,,,,7748432240,,42313915,71581024
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,MASS PRINTERS SVC,PO BOX 853,MARLBOROUGH,MA,01752-0853,MR,DAVID,CORBETT,,DAVID CORBETT,5084817600,,42332992,71540382
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,MASSACHUSETTS CONTAINER CORP,300 CEDAR HILL ST,MARLBOROUGH,MA,01752-3036,MR,MIKE,FEEHLY,,MIKE FEEHLY,5084811100,UNICORR.COM,42318111,71591117
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,UNICORR,300 CEDAR HILL ST,MARLBOROUGH,MA,01752-3036,MR,MARK,STETSON,,MARK STETSON,2032482161,UNICORR.COM,42318111,71591117
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,OLDE COLONIAL DESIGNS,PO BOX 704,MARSHFIELD,MA,02050-0704,PAMELA,REED,S,F,PAMELA REED,7818348836,OLDECOLONIALDESIGNS.COM,42063888,70720268
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,HAMCO FLAGPOLES,85 TIMBER LN,MARSTONS MILLS,MA,02648-2118,,,S,,,5087786822,,41674251,70380607
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,POLY ONE CORP,7 RED CEDAR RD,MASHPEE,MA,02649-3551,,,,,,8153858500,POLYONE.COM,41613037,70482971
H,32223006,STATIONERY PRODUCT MANUFACTURING,CLEAN FORMS CORP,93 WEST ST,MEDFIELD,MA,02052-1556,ELAINE,GALVIN,S,F,ELAINE GALVIN,5083597110,CLEARCHOICEINC.COM,42191307,71330139
H,31331020,TEXTILE & FABRIC FINISHING MILLS,KRAVET FABRICS,67 WEST ST # 5,MEDFIELD,MA,02052-1578,,,,,,5082429740,KRAVET.COM,42192806,71323890
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ACCENT BANNER LLC,17 LOCUST ST # 25,MEDFORD,MA,02155-5713,MR,CURT,DIETRICH,,CURT DIETRICH,7813917300,ACCENTBANNER.COM,42410263,71092506
